Model Year,Labor Hours, Labor hours adjusted to .4 per sensor , Material Cost adjusted to 64.47 per sensor , Part MarkUp Adjusted to 18.42 per sensor , Misc. Amt (total) , Custom Column , Customer Paid Amount , Repair Dealer Paid Amount , Total Cost Gross ,Claim Key,VIN,Repair Dealer Code,Document Number,Part Num Full OB (Causal),Part Num Prefix (Causal),Part Num Base (Causal),Part Num Suffix (Causal),Vehicle Line AWS,Mileage,Load Date,Repair Date,Repair Dealer State,Country Repaired,Region Repaired,Production Date,Warranty Start Date,Country Sold,Customer Concern Code,Customer Comments,Condition Code,Technician Comments,Part Install Date,Transaction Code,Part Quantity, Original Labor Cost , Original Material Cost , Original Part MarkUp Adjusted to 18.42 per sensor ,SUPPLIER DISPUTES VALIDITY?,Supplier A DISPUTE REASON,,"Time In Service
(in years)",,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,11.89959031,0,0,0, $99.94 ,2482981,1FDRF3G6XNED62019,M2319,873231,FR3Z-1A189-C,FR3Z,1A189,C,F7,8809,16-Feb-23,14-Feb-23,JA,MEX,NA,17-Feb-22,28-Apr-22,MEX,A40,the low tire sensor indicator gets on,42,"it verified a customer complaint with fault present, it proceeds to diagnose wheel sensors with diagnostic equipment and tpms finding internal right rear tire pressure sensor with internal damage. proceed to replace the sensor by disassembling tire section 204-04a",01-JAN-0001,1,1, $16.38 , $57.99 , $16.57 ,,,,0.8,,,,,,,,,,,,,,,,,,
2022,0.9, $35.47 , $64.47 , $18.42 ,16.99591482,0,0,0, $99.94 ,2580800,1FTER4FH0NLD10686,B1705,16982205,HC3Z-1A189-A,HC3Z,1A189,A,R2,14028,27-Feb-23,24-Jan-23,ON,CAN,NA,25-Feb-22,18-Mar-22,CAN,A40,CUSTOMER STATES THERE INSTRUMENT CLUSTER STATES THERE IS A TIRE PRESSURE FAULT REF RP67958,42,VERIFIED CUSTOMER CONCERN CHECKED FOR CODES FOUND CODE B124D IN THE BCM. PERFORMED PPT E AS PER WSM. AS PER PPT EFINDINGS PERFORMED PPT H AS PER RESULTS OF PPT H VEHICLE REQUIRES A NEW RIGHT REAR TPMS SENSOR.,01-JAN-0001,E84,1, $75.49 , $55.25 , $15.78 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.854794521,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,0,0,0,0, $99.94 ,2334286,1FA6P8CF0N5116965,45245,B626051,F2GZ-1A189-A,F2GZ,1A189,A,ZA,2892,02-Feb-23,17-Jan-23,CA,USA,NA,31-Mar-22,24-May-22,USA,A40,tpms sensor light message,1,"Fail/Cause : lr tpms broke Correction : replace and reprogram oem lr tpms clear the tpms light, send back to rent",01-JAN-0001,1,1, $39.17 , $55.19 , $9.20 ,,,,0.652054795,,,,,,,,,,,,,,,,,,
2021,0.5, $70.94 , $128.94 , $36.84 ,5.64,0,0,0, $199.88 ,7706320,1FT7W2BT9MED37274,F0R14,338477C,HC3Z-1A189-F,HC3Z,1A189,F,F7,29502,03-Apr-23,27-Mar-23,PR,PRI,WD,09-Mar-21,12-Oct-21,PRI,A40,c/i warning of rubber air sensors,42,proceeded to verify the unit and the rubber message was found on the screen and it was proceeded to verify the rubber presses. All the rubbers were in its specification and it was proceeded to perform a training to the rubbers with the tpms tool. In that same was found that the unit did not record the rf sensor and the rr proceeded to remove rubbers and mount both sensors the training mode was performed again,01-JAN-0001,E84,2, $43.08 , $52.11 , $16.17 ,,,,1.454794521,,,,,,,,,,,,,,,,,,
2022,0.8, $35.47 , $64.47 , $18.42 ,11.63807138,0,0,0, $99.94 ,2750966,1FDRF3G60NED81839,M3101,839462,FR3Z-1A189-C,FR3Z,1A189,C,F7,2560,13-Mar-23,02-Mar-23,DG,MEX,NA,21-Apr-22,17-Oct-22,MEX,A40,tire indicator on the dashboard,42,"a symptom is checked making a diagnosis of the tires with a tpms tool and finding a fault in the right front tire pressure sensor. Therefore, it is replaced according to the workshop manual and the performance is verified making a final diagnosis and the symptom is solved.",01-JAN-0001,1,1, $20.96 , $51.78 , $10.36 ,,,,0.37260274,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,15.46956414,0,0,0, $99.94 ,10813816,1FT7W2B64LEC93709,B2447,10589704,HC3Z-1A189-A,HC3Z,1A189,A,F7,30839,13-Mar-23,10-Mar-23,QC,CAN,NA,07-Feb-20,28-Apr-20,CAN,A40,tire pressure light ignites.,42,The tpms avg sensor does not respond to changing the tpms avg sensor to adjust tire pressure and reset the tpms.,01-JAN-0001,E84,1, $53.09 , $50.22 , $14.35 ,,,,2.865753425,,,,,,,,,,,,,,,,,,
2020,0.7, $35.47 , $64.47 , $18.42 ,5.823027844,0,0,0, $99.94 ,10713944,1FT8W3DT3LED56232,B7217,53190502,*-1A189-*,*,1A189,*,F7,3625,02-Mar-23,02-Mar-23,BC,CAN,NA,01-Jun-20,10-Jul-20,CAN,A40,DIAGNOSE TPMS LIGHT FLASHING,42,DIAG TPMS ***12650D .2 1552AA .5 *** VERIFIED CONCERN. DIAGNOSE AND REPLACED LF TPMS WOULD NOT TRAIN. RETEST OK,01-JAN-0001,E84,1, $66.18 , $50.22 , $14.35 ,,,,2.643835616,,,,,,,,,,,,,,,,,,
2020,0.6, $35.47 , $64.47 , $18.42 ,6.021453433,0,0,0, $99.94 ,11127781,1FA6P8THXL5144089,A7069,93289302,F2GZ-1A189-A,F2GZ,1A189,A,ZA,17523,20-Apr-23,18-Apr-23,BC,CAN,NA,16-Jun-20,29-Aug-20,CAN,A40,CHECK AND REPORT FOR TIRE PRESSURE FAULT LIGHT IS ON - LEFT FRONT - SEE HISTORY,42,CHECK AND REPORT FOR TIRE PRESSURE FAULT LIGHT IS ON - LEFT FRONT - SEE HISTORY LEFT FRONT TPMS NOT RESPONDING REPLACED UNDER WARRENTY TPMS RETRAINED TPMS LIGHT IS NO LONGER ON,01-JAN-0001,E84,1, $70.15 , $50.22 , $14.35 ,,,,2.635616438,,,,,,,,,,,,,,,,,,
2020,0.4, $35.47 , $64.47 , $18.42 ,13.74478787,0,0,0, $99.94 ,10982804,3FA6P0SU7LR120782,A2204,15407707,HC3Z-1A189-A,HC3Z,1A189,A,DH,17051,31-Mar-23,27-Mar-23,QC,CAN,NA,17-Sep-19,29-Sep-20,CAN,A40,Tpms sensor does not work.,42,Tpms avd defect was to replace the sensor in the wheel. Everything was fine.,01-JAN-0001,E84,1, $41.56 , $50.22 , $14.35 ,,,,2.490410959,,,,,,,,,,,,,,,,,,
2020,0.5, $35.47 , $64.47 , $18.42 ,5.494862448,0,0,0, $99.94 ,10595523,1FT8W3BT3LEE91276,B7232,1533106,*-1A189-*,*,1A189,*,F7,25137,17-Feb-23,17-Feb-23,BC,CAN,NA,24-Oct-20,24-Nov-20,CAN,A40,TPMS SENSOR INOP,42,TPMS SENSOR INOP REPLACED RR TPMS SENSOR. TRAINED TPMS,01-JAN-0001,E84,1, $59.75 , $50.22 , $14.35 ,,,,2.232876712,,,,,,,,,,,,,,,,,,
2021,1.3, $35.47 , $64.47 , $18.42 ,21.83444648,0,0,0, $99.94 ,7722858,1FT7X2B62MEC64160,B3260,25426603,HC3Z-1A189-A,HC3Z,1A189,A,F7,29289,05-Apr-23,31-Mar-23,NB,CAN,NA,05-Jan-21,18-Feb-21,CAN,A40,CONCERN; FRONT PASSENGER TPMS NOT WORKING MSG IN CLUSTER,42,"CAUSE; DEFECTIVE RH FRONT SENSOR CORRECTION; 181; AJUST AIR IN 4 TIRE WAS UNEVENT, RETRIEVED DTC GENERAL SIGNAL FAULT TRY TO TRAIN TPMS SYSTEM CANT NOT FRONT RIGHT NOT RESPONDING CHECK DATA LOOGER NO COMMUNICATION WITH THIS WHEEL TAKE ROTONDA TESTER NO SIGNAL FROM RIGHT FRONT WHEEL PRESSURE SENSOR NEED NEW SENSOR, INSTALLED NEW TPMS. OK NOW",01-JAN-0001,E84,1, $95.33 , $50.22 , $14.35 ,,,,2.112328767,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,13.89742294,0,0,0, $99.94 ,7572191,3FMTK1SS7MMA07750,B2490,505646E,F2GZ-1A189-A,F2GZ,1A189,A,ZE,24803,22-Mar-23,20-Mar-23,QC,CAN,NA,06-Jan-21,26-Feb-21,CAN,A40,"check tire pressure, tpms anomaly",42,7076 - 20 March 2023 verifier tpms - the front left tpms does not respond to replace the front left tpms program tpms - ok,01-JAN-0001,E84,1, $42.57 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,2.060273973,,,,,,,,,,,,,,,,,,
2021,0.6, $35.47 , $64.47 , $18.42 ,17.5072423,0,0,0, $99.94 ,7688150,3FMTK3SS7MMA17044,B2347,12104906,F2GZ-1A189-A,F2GZ,1A189,A,ZE,28094,31-Mar-23,30-Mar-23,QC,CAN,NA,21-Jan-21,18-Mar-21,CAN,A40,tpms front right does not respond.,28,Complaint confirmed. Unable to program the SFT before right. Replace the SFT before right. Repair confirmed.,01-JAN-0001,E84,1, $66.69 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,2.032876712,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,4.907217436,0,0,0, $99.94 ,7481394,3FMCR9B60MRA34983,B6270,649544A,*-1A150-*,*,1A150,*,M4,16590,14-Mar-23,13-Mar-23,AB,CAN,NA,26-Feb-21,06-Apr-21,CAN,A40,CHECK AND ADVISE DRIVER`S FRONT TPM SENSOR NOTRETRAIN ING,82,CHECK FOUND LEFT FRONT TIRE TPMS SENSOR NOT WORKING REMOVE AND REPLACE,01-JAN-0001,E84,1, $47.90 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.934246575,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,12.7908187,0,0,0, $99.94 ,7572409,1FA6P8TH5M5102852,B1343,221464A,F2GZ-1A189-A,F2GZ,1A189,A,ZA,11029,22-Mar-23,20-Mar-23,ON,CAN,NA,11-Jan-21,27-Apr-21,CAN,A40,"ADDITIONAL - TIRE PRESSURE SENSOR FAULTY, DIAGNOSE",42,"1552AA0.4 RF TPMS NOT WORKING, REPLACED SENSOR.",01-JAN-0001,E84,1, $48.17 , $50.22 , $14.35 ,,,,1.895890411,,,,,,,,,,,,,,,,,,
2021,0, $35.47 , $64.47 , $18.42 ,7.517277099,0,0,0, $99.94 ,7941961,3FMTK3RM2MMA29111,B2307,17553501,F2GZ-1A189-A,F2GZ,1A189,A,ZE,18632,26-Apr-23,25-Apr-23,QC,CAN,NA,22-Apr-21,18-Jun-21,CAN,A40,install and balance tires on mags - 19 inches == $114.95,42,"Installs tire balance, tire pressure and alignment. Tpms tire wear was 4x 8 32 winter tire put back in the car. Wheel tpms could be adjusted then.",01-JAN-0001,E84,1, $-   , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.852054795,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,14.53849023,0,0,0, $99.94 ,7918114,3FMCR9B62MRA37996,B2369,12918204,F2GZ-1A189-A,F2GZ,1A189,A,M4,11270,25-Apr-23,18-Apr-23,QC,CAN,NA,24-Feb-21,28-Jun-21,CAN,A40,Repairing various 1 tpms does not respond.,42,Confirms front right tpms it does not work. Replace programr recheck ok,01-JAN-0001,E84,1, $46.88 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.805479452,,,,,,,,,,,,,,,,,,
2021,1.4, $35.47 , $64.47 , $18.42 ,10.11207326,0,0,0, $99.94 ,7127491,1FA6P8TH2M5111783,B7234,19228801,F2GZ-1A189-A,F2GZ,1A189,A,ZA,14417,10-Feb-23,10-Feb-23,BC,CAN,NA,02-Feb-21,23-Apr-21,CAN,A40,TIRE LIGHT CHECK AND REPORT ON RIGHT REAR TPMS SENSOR.CUSTOMER TOPPED U P TIRE PRESSURES AND DROVE FOR A FEW DAYS AND TPMS SENSOR DI D NOT RESET $90.00 PLUS TAXES,49,"VERIFIED CONCERN, CHECKED ALL TIRE PRESSURES. ALL WERE ARO UND 37PSI. TRAINED TPMS SENSORS... THE RIGHT REAR STILL STAT ING ABOUT 16PSI. CHECKED FOR CODES... NONE PRESENT TRAINED AN ALTERNATE WAY... THE READINGS MOVE. SENSOR IS NOT READING PROPERLY. SUSPECT TIRE SEALANT. 12651D 0.2, 12651DX1 0.1, 12651D45 0.3 DISMOUNT TIRE AND VERIFIED TIRE SEALANT CAUSED THE SENSOR TO BE INACCUARATE CLEANED OFF ALL THE SEALANT IN THE TIRE AND RIM. REPLACED SE NSON. MOUNT AND BALANCED WHEEL. TRAINED SENSORS AGAIN... ALL GOOD. 1552AA 0.4 MT CLEANING TIRE AND RIM 0.5",01-JAN-0001,E84,1, $152.06 , $50.22 , $14.35 ,,,,1.802739726,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,12.7908187,0,0,0, $99.94 ,7178162,3FMTK3SSXMMA23260,B1343,220774B,F2GZ-1A189-A,F2GZ,1A189,A,ZE,35840,16-Feb-23,13-Feb-23,ON,CAN,NA,19-Mar-21,30-Apr-21,CAN,A40,TIRE LIGHT STAYS ON,42,TIRE LIGHT STAYS ON. DIAGNOSE AND REPLACE TIRE SENSOR .,01-JAN-0001,E84,1, $48.17 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.791780822,,,,,,,,,,,,,,,,,,
2021,0.9, $35.47 , $64.47 , $18.42 ,8.326242959,0,0,0, $99.94 ,7407717,1FA6P8CF8M5104139,B6060,237753C,*-1A189-*,*,1A189,*,ZA,8718,08-Mar-23,06-Mar-23,AB,CAN,NA,05-Feb-21,21-May-21,CAN,A40,"CHECK AND ADVISE - TPMS IS NOT WORKING ON DRIVERS FRONT, DOESN`T SHOW PSI, SAYS SERVICE TPMS",42,"INSPECTED AND CONFIRMED TPMS SENSORS NOT READING CORRECTLY. SCANNED FOR CODES, NONE FOUND. DIRECTED TO PPT E, ATTEMPTED TO TRAIN SENSORS, FOUND ALL TIRES EXCEPT RR TPMS SENSOR TRAINED, DIRECTED TO PPT G, FOUND RR TPMS SENSOR REPLACEMENT NEEDED. REMOVED WHEEL AND DISMOUNTED TIRE, REMOVED AND REPLACED FAILED TPMS SENSOR. REINSTALLED TIRE & RE-BALANCED. REINSTALLED ONTO VEHICLE & RETRAINED TPMS, ALL SENSORS NOW READING COR RECTLY.",01-JAN-0001,E84,1, $116.25 , $50.22 , $14.35 ,,,,1.791780822,,,,,,,,,,,,,,,,,,
2021,0.5, $35.47 , $64.47 , $18.42 ,16.95775605,0,0,0, $99.94 ,7112107,1FTER1FHXMLD41053,B2425,54021003,HC3Z-1A189-A,HC3Z,1A189,A,R2,7672,09-Feb-23,27-Jan-23,QC,CAN,NA,17-Mar-21,23-Apr-21,CAN,A40,Tire Inflation Detection System (a40) Concern,42,"hc3z-1a189-a -code:42- adjusts the tire pressure to 32psi, try to relearn the sensors. The left rear does not respond. Must do its replacement and relearn. Now everything is ok.",01-JAN-0001,E84,1, $63.05 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.764383562,,,,,,,,,,,,,,,,,,
2021,0.6, $35.47 , $64.47 , $18.42 ,5.349859133,0,0,0, $99.94 ,7940438,3FMTK1SS6MMA42408,B7217,53364702,*-1552-*,*,1552,*,ZE,27140,26-Apr-23,26-Apr-23,BC,CAN,NA,10-Jun-21,22-Jul-21,CAN,A40,TPS LIGHT ON FOR RF TIRE,42,"TPMS LIGHT ON VERIFIED CUSTOMER CONCERN, TRAIN SENSORS, RF TPMS WONT TRAIN, REPLACED RF TPMS SENSOR, RETEST OKAY NOW.",01-JAN-0001,E84,1, $56.73 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.761643836,,,,,,,,,,,,,,,,,,
2021,1, $35.47 , $64.47 , $18.42 ,8.257557179,0,0,0, $99.94 ,7728155,3FMCR9C66MRB04548,B6238,23809404,F2GZ-1A189-A,F2GZ,1A189,A,M4,36810,05-Apr-23,03-Apr-23,AB,CAN,NA,13-Jul-21,16-Aug-21,CAN,A40,DIAG FOR TPMS LIGHT ON,42,"CONFMRED TIRE PRESSURE FAULT MESSAGE ON. CHECKED DTC`S. B1255:51 PRESENT IN BCM. FOLLOWED PPT L. NO RECENT BCM WORK HAS BEEN DONE. FOUND LEFT REAR SENOR FIALED. NEEDS NEW TPMS INSTALLED. REMOVED LEFT REAR WHEEL. REMOVED AND REPLACED TIRE PRESSURE SENSOR. ASSEMBLED. FILLED TIRE TO SPEC PRSSURE. TORQUED WHEELS. TRAINED SENSRS. CLEAED DTC`S. TESTED. GOOD NOW,",01-JAN-0001,E84,1, $114.89 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.630136986,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,5.639865763,0,0,0, $99.94 ,3103447,1FT8W3BT1NEC52554,B6269,41934501,HC3Z-1A189-A,HC3Z,1A189,A,F7,25540,18-Apr-23,17-Apr-23,AB,CAN,NA,08-Sep-21,20-Oct-21,CAN,A40,TIRE PRESSURE LOW INDICATOR - check on drivers rear sensor not responding to vehicle,42,"TIRE PRESSURE LOW INDICATOR - check on drivers rear sensor not responding to vehicle, SENSOR failed. Tech 353 Removed and replaced TPMS sensor on drivers rear.",01-JAN-0001,E84,1, $62.59 , $50.22 , $14.35 ,,,,1.490410959,,,,,,,,,,,,,,,,,,
2021,1, $35.47 , $64.47 , $18.42 ,17.53776931,0,0,0, $99.94 ,7065974,3FMCR9B65MRA55750,B8204,51177404,F2GZ-1A189-A,F2GZ,1A189,A,M4,33810,06-Feb-23,04-Feb-23,ON,CAN,NA,22-Jul-21,25-Aug-21,CAN,A40,LOW TIRE LIGHT ON,42,"LOW TIRE LIGHT ON, bced diag pinpoint test requires tpms All pressures are at spec. left front tpms battery is dead. removed and replaced tpms and verifed light is no longer on.",01-JAN-0001,E84,1, $84.71 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.446575342,,,,,,,,,,,,,,,,,,
2022,1, $35.47 , $64.47 , $18.42 ,18.80464038,0,0,0, $99.94 ,3171254,1FT8W3BT1NEC53025,B8150,34216904,HC3Z-1A189-A,HC3Z,1A189,A,F7,30595,25-Apr-23,10-Apr-23,ON,CAN,NA,25-Sep-21,08-Nov-21,CAN,A40,INSPECT TIRE LIGHT ON,42,INSPECT TIRE LIGHT ON DIAG WSM PPT E1 TO E2 FOUND RH SIDE FRONT TPMS SENSOR INOP REMOVED AND REPLACED TPMS SENSOR TRAIN ISSUE RESOLVED,01-JAN-0001,E84,1, $94.45 , $50.22 , $14.35 ,,,,1.419178082,,,,,,,,,,,,,,,,,,
2021,0.4, $35.47 , $64.47 , $18.42 ,11.70710972,0,0,0, $99.94 ,7080341,3FMCR9B67MRB18637,B8003,48469702,F2GZ-1A189-A,F2GZ,1A189,A,M4,13219,07-Feb-23,03-Feb-23,ON,CAN,NA,15-Sep-21,07-Oct-21,CAN,A40,REPORT ON TIRE PRESSURE SENSOR FAULT ILLUMINATING / DRIVER REAR SENSOR MISREADING,42,VERIFIED CONCERN TPMS FAULT LIT UP. ATTEMPTED TO TRAIN ALL TPMS - FOUND LEFT REAR NOT COMMUNICATING. REPLACED LEFT REAR TPMS AND RETRAINED ALL TIRES - ALL OK NOW.,01-JAN-0001,E84,1, $39.86 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,1.326027397,,,,,,,,,,,,,,,,,,
2021,0.6, $35.47 , $64.47 , $18.42 ,5.380386147,0,0,0, $99.94 ,7379457,1FA6P8CF5M5103935,B7122,21900901,F2GZ-1A189-A,F2GZ,1A189,A,ZA,3631,06-Mar-23,02-Mar-23,BC,CAN,NA,25-Feb-21,04-Jan-22,CAN,A40,TIRE PRESSURE MONITOR SENSOR ISSUE CHECK AND REPORT ON FAULTY TPMS,42,tested sensors - no signal from l r sensor replaced sensor and re learn - ok slt 12651d 0.2 1552aa 0.4,01-JAN-0001,E84,1, $57.46 , $50.22 , $14.35 ,,,,1.156164384,,,,,,,,,,,,,,,,,,
2022,0.6, $35.47 , $64.47 , $18.42 ,14.79033809,0,0,0, $99.94 ,2902476,3FMCR9B64NRD10258,B3204,63031702,F2GZ-1A189-A,F2GZ,1A189,A,M4,18797,28-Mar-23,16-Mar-23,PE,CAN,NA,13-Jan-22,24-Mar-22,CAN,A40,DIAGNOSE FOR PASSENGER FRONT TIRE PSI READING IS INACCUATE (FLUTUATES),42,1 INSTALL LTPS REMOVE TIRE TO INSTALL NO PUNCTURES IN TIRE INFLATE WITH NITROGEN 33 LBS RETRAIN LTPS,01-JAN-0001,E84,1, $48.39 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.978082192,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,12.42449454,0,0,0, $99.94 ,2540438,3FMCR9D97NRD32858,A3219,66798601,F2GZ-1A189-A,F2GZ,1A189,A,M4,11048,22-Feb-23,22-Feb-23,NS,CAN,NA,08-Feb-22,31-Mar-22,CAN,A40,CHECK AND ADVISE ON TPMS LIGHT ON (A40),42,LR TPMS sensor not training - other 3 OK Installed a new TPMS sensor to LR tire. Balanced tire and reinstalled to vehicle - new sensor is trained. All ok 1A189 (42),01-JAN-0001,1,1, $32.60 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.898630137,,,,,,,,,,,,,,,,,,
2022,0.6, $35.47 , $64.47 , $18.42 ,13.39372722,0,0,0, $99.94 ,3197150,1FA6P8SJ6N5500920,A1091,46998C,F2GZ-1A189-A,F2GZ,1A189,A,ZA,2049,27-Apr-23,25-Apr-23,ON,CAN,NA,31-May-22,08-Jul-22,CAN,A40,Tire light on left front sensor,42,"Verified concern, LF tpms not reading, tested found tpms faulty, replaced tpms sensor and stem.",01-JAN-0001,1,1, $52.80 , $50.22 , $14.35 ,,,,0.797260274,,,,,,,,,,,,,,,,,,
2022,0.6, $35.47 , $64.47 , $18.42 ,6.815155786,0,0,0, $99.94 ,3115490,1FA6P8CF6N5116436,B6352,088943C,*-1A189-*,*,1A189,*,ZA,6582,19-Apr-23,15-Apr-23,NT,CAN,NA,25-Apr-22,04-Jul-22,CAN,A40,"CHECK FOR TPMS LIGHT ON, TIRE PRESSURE SENSOR FAULT-CUST HAS BEEN IN MULTIPLE TIMES FOR THIS CONCERN",42,THE WHEEL SPEED SENSOR ISNT READING. FOLLOWED PINPOINT TEST. E1 YES. E2 YES. E3 NO. E4 NO. E5 NO. G1 NO. G2 NO. REPLACE THE LEFT REAR WHEEL SPEED SENSOR. ALSO NOTICED THE RIGHT REAR TIRE INSTALLED BACKWARDS. REMOVED AND REINSTALLED. ALUMINUM SPACERS WILL REQUIRE RE TORQUE IN 100K.,01-JAN-0001,1,1, $86.09 , $50.22 , $14.35 ,,,,0.780821918,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,11.74526848,0,0,0, $99.94 ,2495191,3FMTK3SU4NMA08806,B8355,4693801,F2GZ-1A189-A,F2GZ,1A189,A,ZE,10431,17-Feb-23,09-Feb-23,ON,CAN,NA,24-Feb-22,05-May-22,CAN,A40,Customer states driver front tire has lost all air. Had towed in. Please diagnose and provide P&A as per parts required.,42,"Tire Repair, Repaired tire checked for leak (Fixed) Upon inspection TPMS sensor was broken and needed to be replaced. Replaced TPMS. Reset TPMS Monotoring system torqued to spec. Set tire pressure",01-JAN-0001,1,1, $40.10 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.767123288,,,,,,,,,,,,,,,,,,
2022,0.7, $35.47 , $64.47 , $18.42 ,14.15690256,0,0,0, $99.94 ,2468223,3FMCR9B69NRD52330,B1705,17020901,F2GZ-1A189-A,F2GZ,1A189,A,M4,4161,15-Feb-23,13-Feb-23,ON,CAN,NA,22-Mar-22,17-May-22,CAN,A40,CUSTOMER STATES THAT THERE IS A TPMS FAULT MESSAGE ON THE DASH AND THE LEFT FRONT IS NOT SHOWING PRESSURE.,42,VERIFIED CUSTOMER CONCERN. FOUND THE L F TPMS WAS NOT SHOWING PRESSURE.ATTEMPTED TO RELEARN SENSORS. L F WILL NOT TRAIN. RECOMMEND REPLACEMENT. REMOVED AND REPLACED L F TPMS SENSOR. PERFORMED RELEARN ON ALL TPMS SENSORS. ALL OK. CONCERN RESOLVED.,01-JAN-0001,1,1, $58.71 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.745205479,,,,,,,,,,,,,,,,,,
2022,0.4, $35.47 , $64.47 , $18.42 ,13.44714949,0,0,0, $99.94 ,3141288,3FMTK3SU7NMA30458,A2263,11744307,F2GZ-1A189-A,F2GZ,1A189,A,ZE,10718,21-Apr-23,20-Apr-23,QC,CAN,NA,21-May-22,25-Jul-22,CAN,A40,add-on seen by service manager tpms n f 11h59 4070 -,28,TPMS is not working - the front left sensor does not communicate - the electrical problem sensor - replace the TPMS base sensor 1700 c.c. 28 - remove the wheels - change the tire sensor - replace the TPMS sensor - place+balance the tire pressure - adjust the tire pressure - make TPMS reset -TPMS now works.,01-JAN-0001,1,1, $39.59 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.736986301,,,,,,,,,,,,,,,,,,
2022,0.5, $35.47 , $64.47 , $18.42 ,12.03527511,0,0,0, $99.94 ,2668735,1FT8W3BT5NEE11088,B8204,51248201,HC3Z-1A189-A,HC3Z,1A189,A,F7,6144,06-Mar-23,03-Mar-23,ON,CAN,NA,10-Apr-22,08-Jun-22,CAN,A40,LOW TIRE LIGHT ON install right front tpms sensor,42,. INSTALLED TPMS SENSOR IN RIGHT FRONT TIRE... RETRAINED SENSORS.. TIRE LIGHT OFF.. OK AT THIS TIME,01-JAN-0001,1,1, $42.36 , $50.22 , $14.35 ,,,,0.734246575,,,,,,,,,,,,,,,,,,
2022,1, $35.47 , $64.47 , $18.42 ,8.34913822,0,0,0, $99.94 ,2592369,3FMCR9D98NRD71927,B6081,33643303,F2GZ-1A189-A,F2GZ,1A189,A,M4,9918,27-Feb-23,27-Feb-23,AB,CAN,NA,01-Jun-22,24-Oct-22,CAN,A40,TIRE REPAIR -LR TIRE SENSOR KEEPS READING ALL OVER THE PLACE,42,"TIRE REPAIR -RR TIRE SENSOR KEEPS READING ALL OVER THE PLACE PERFORMED IDS TESTS, PERFORMED PINPOINT TESTS FOR RF SENSOR, REQUIRES SENSOR, REPLACED SENSOR, CLEARED CODES AND RETEST OK AT THIS TIME",01-JAN-0001,1,1, $116.69 , $50.22 , $14.35 ,X,This vehicle line not referenced on Ford AFW as applicable to this AF%.,,0.345205479,,,,,,,,,,,,,,,,,,
2022,1, $35.47 , $64.47 , $18.42 ,17.02644184,0,0,0, $99.94 ,2932107,1FT7W2BT9NEF17856,B8019,9598203,HC3Z-1A189-A,HC3Z,1A189,A,F7,2888,30-Mar-23,21-Mar-23,ON,CAN,NA,02-Sep-22,25-Nov-22,CAN,A40,LEFT FRONT TIRE PRESSURE SENSOR COMES ON & OFF.,42,SELF TEST BCM B124D PRESENT CHECK & REPLACE LF FRONT TPMS CLEAR CODE OK.,01-JAN-0001,1,1, $80.75 , $50.22 , $14.35 ,,,,0.317808219,,,,,,,,,,,,,,,,,,
